"FullName","Extension","Length","LastWriteTime"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\cmap\UniKS-UTF16-H.pickle.gz",".gz","61278","14/10/2025 20:52:10"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\cmap\UniKS-UTF16-V.pickle.gz",".gz","61298","14/10/2025 20:52:10"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\cmap\UniKS-UTF32-H.pickle.gz",".gz","61286","14/10/2025 20:52:10"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\cmap\UniKS-UTF32-V.pickle.gz",".gz","61309","14/10/2025 20:52:10"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\cmap\UniKS-UTF8-H.pickle.gz",".gz","54151","14/10/2025 20:52:10"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\cmap\UniKS-UTF8-V.pickle.gz",".gz","54172","14/10/2025 20:52:10"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\cmap\V.pickle.gz",".gz","19826","14/10/2025 20:52:10"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\cmap\WP-Symbol-H.pickle.gz",".gz","505","14/10/2025 20:52:10"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\cmap\WP-Symbol-V.pickle.gz",".gz","505","14/10/2025 20:52:10"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\__pycache__\arcfour.cpython-313.pyc",".pyc","1920","14/10/2025 20:52:10"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\__pycache__\ascii85.cpython-313.pyc",".pyc","2512","14/10/2025 20:52:10"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\__pycache__\casting.cpython-313.pyc",".pyc","3566","14/10/2025 20:52:10"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\__pycache__\ccitt.cpython-313.pyc",".pyc","35959","14/10/2025 20:52:10"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\__pycache__\cmapdb.cpython-313.pyc",".pyc","24917","14/10/2025 20:52:10"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\__pycache__\converter.cpython-313.pyc",".pyc","46773","14/10/2025 20:52:10"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\__pycache__\data_structures.cpython-313.pyc",".pyc","3234","14/10/2025 20:52:10"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\__pycache__\encodingdb.cpython-313.pyc",".pyc","5617","14/10/2025 20:52:10"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\__pycache__\fontmetrics.cpython-313.pyc",".pyc","103460","14/10/2025 20:52:10"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\__pycache__\glyphlist.cpython-313.pyc",".pyc","204329","14/10/2025 20:52:10"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\__pycache__\high_level.cpython-313.pyc",".pyc","8057","14/10/2025 20:52:10"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\__pycache__\image.cpython-313.pyc",".pyc","14368","14/10/2025 20:52:10"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\__pycache__\jbig2.cpython-313.pyc",".pyc","14817","14/10/2025 20:52:10"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\__pycache__\latin_enc.cpython-313.pyc",".pyc","7091","14/10/2025 20:52:10"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\__pycache__\layout.cpython-313.pyc",".pyc","53187","14/10/2025 20:52:10"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\__pycache__\lzw.cpython-313.pyc",".pyc","4712","14/10/2025 20:52:10"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\__pycache__\pdfcolor.cpython-313.pyc",".pyc","1777","14/10/2025 20:52:10"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\__pycache__\pdfdevice.cpython-313.pyc",".pyc","13204","14/10/2025 20:52:10"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\__pycache__\pdfdocument.cpython-313.pyc",".pyc","55395","14/10/2025 20:52:10"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\__pycache__\pdfexceptions.cpython-313.pyc",".pyc","1742","14/10/2025 20:52:10"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\__pycache__\pdffont.cpython-313.pyc",".pyc","48622","14/10/2025 20:52:10"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\__pycache__\pdfinterp.cpython-313.pyc",".pyc","58180","14/10/2025 20:52:10"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\__pycache__\pdfpage.cpython-313.pyc",".pyc","10708","14/10/2025 20:52:11"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\__pycache__\pdfparser.cpython-313.pyc",".pyc","7593","14/10/2025 20:52:11"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\__pycache__\pdftypes.cpython-313.pyc",".pyc","18367","14/10/2025 20:52:11"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\__pycache__\psexceptions.cpython-313.pyc",".pyc","1088","14/10/2025 20:52:11"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\__pycache__\psparser.cpython-313.pyc",".pyc","31132","14/10/2025 20:52:11"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\__pycache__\runlength.cpython-313.pyc",".pyc","1785","14/10/2025 20:52:11"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\__pycache__\settings.cpython-313.pyc",".pyc","216","14/10/2025 20:52:11"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\__pycache__\utils.cpython-313.pyc",".pyc","27968","14/10/2025 20:52:11"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\__pycache__\_saslprep.cpython-313.pyc",".pyc","2954","14/10/2025 20:52:10"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer\__pycache__\__init__.cpython-313.pyc",".pyc","492","14/10/2025 20:52:10"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer_six-20250506.dist-info\INSTALLER","","4","14/10/2025 20:52:11"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer_six-20250506.dist-info\METADATA","","4155","14/10/2025 20:52:10"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer_six-20250506.dist-info\RECORD","","18990","14/10/2025 20:52:11"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer_six-20250506.dist-info\REQUESTED","","0","14/10/2025 20:52:11"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer_six-20250506.dist-info\top_level.txt",".txt","9","14/10/2025 20:52:10"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer_six-20250506.dist-info\WHEEL","","91","14/10/2025 20:52:10"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\pdfminer_six-20250506.dist-info\licenses\LICENSE","","1093","14/10/2025 20:52:10"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\AvifImagePlugin.py",".py","9285","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\BdfFontFile.py",".py","3407","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\BlpImagePlugin.py",".py","17030","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\BmpImagePlugin.py",".py","20370","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\BufrStubImagePlugin.py",".py","1805","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\ContainerIO.py",".py","4777","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\CurImagePlugin.py",".py","1872","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\DcxImagePlugin.py",".py","2228","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\DdsImagePlugin.py",".py","19530","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\EpsImagePlugin.py",".py","16865","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\ExifTags.py",".py","10313","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\features.py",".py","11840","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\FitsImagePlugin.py",".py","4796","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\FliImagePlugin.py",".py","4964","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\FontFile.py",".py","3711","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\FpxImagePlugin.py",".py","7550","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\FtexImagePlugin.py",".py","3649","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\GbrImagePlugin.py",".py","3109","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\GdImageFile.py",".py","2890","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\GifImagePlugin.py",".py","43414","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\GimpGradientFile.py",".py","4055","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\GimpPaletteFile.py",".py","1887","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\GribStubImagePlugin.py",".py","1813","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\Hdf5StubImagePlugin.py",".py","1816","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\IcnsImagePlugin.py",".py","13360","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\IcoImagePlugin.py",".py","12872","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\Image.py",".py","152577","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\ImageChops.py",".py","8257","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\ImageCms.py",".py","43057","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\ImageColor.py",".py","9761","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\ImageDraw.py",".py","44077","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\ImageDraw2.py",".py","7470","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\ImageEnhance.py",".py","3740","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\ImageFile.py",".py","30256","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\ImageFilter.py",".py","19275","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\ImageFont.py",".py","65631","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\ImageGrab.py",".py","6667","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\ImageMath.py",".py","12287","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\ImageMode.py",".py","2773","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\ImageMorph.py",".py","8828","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\ImageOps.py",".py","26270","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\ImagePalette.py",".py","9295","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\ImagePath.py",".py","391","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\ImageQt.py",".py","7061","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\ImageSequence.py",".py","2286","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\ImageShow.py",".py","10468","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\ImageStat.py",".py","5485","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\ImageTk.py",".py","8398","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\ImageTransform.py",".py","4052","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\ImageWin.py",".py","8332","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\ImImagePlugin.py",".py","11956","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\ImtImagePlugin.py",".py","2768","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\IptcImagePlugin.py",".py","6969","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\Jpeg2KImagePlugin.py",".py","14307","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\JpegImagePlugin.py",".py","32688","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\JpegPresets.py",".py","12621","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\McIdasImagePlugin.py",".py","1955","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\MicImagePlugin.py",".py","2666","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\MpegImagePlugin.py",".py","2094","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\MpoImagePlugin.py",".py","6924","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\MspImagePlugin.py",".py","6092","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\PaletteFile.py",".py","1270","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\PalmImagePlugin.py",".py","8965","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\PcdImagePlugin.py",".py","1665","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\PcfFontFile.py",".py","7401","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\PcxImagePlugin.py",".py","6452","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\PdfImagePlugin.py",".py","9660","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\PdfParser.py",".py","39061","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\PixarImagePlugin.py",".py","1830","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\PngImagePlugin.py",".py","52668","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\PpmImagePlugin.py",".py","12745","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\PsdImagePlugin.py",".py","9018","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\PSDraw.py",".py","7155","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\py.typed",".typed","0","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\QoiImagePlugin.py",".py","8806","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\report.py",".py","105","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\SgiImagePlugin.py",".py","6620","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\SpiderImagePlugin.py",".py","10580","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\SunImagePlugin.py",".py","4734","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\TarIO.py",".py","1503","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\TgaImagePlugin.py",".py","7244","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\TiffImagePlugin.py",".py","87368","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\TiffTags.py",".py","17644","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\WalImageFile.py",".py","5831","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\WebPImagePlugin.py",".py","10330","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\WmfImagePlugin.py",".py","5429","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\XbmImagePlugin.py",".py","2767","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\XpmImagePlugin.py",".py","4557","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\XVThumbImagePlugin.py",".py","2198","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\_avif.cp313-win_amd64.pyd",".pyd","7828480","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\_avif.pyi",".pyi","66","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\_binary.py",".py","2662","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\_deprecate.py",".py","2106","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\_imaging.cp313-win_amd64.pyd",".pyd","2491392","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\_imaging.pyi",".pyi","899","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\_imagingcms.cp313-win_amd64.pyd",".pyd","266240","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\_imagingcms.pyi",".pyi","4532","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\_imagingft.cp313-win_amd64.pyd",".pyd","2011136","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\_imagingft.pyi",".pyi","1875","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\_imagingmath.cp313-win_amd64.pyd",".pyd","25088","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\_imagingmath.pyi",".pyi","66","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\_imagingmorph.cp313-win_amd64.pyd",".pyd","13824","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\_imagingmorph.pyi",".pyi","66","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\_imagingtk.cp313-win_amd64.pyd",".pyd","14848","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\_imagingtk.pyi",".pyi","66","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\_tkinter_finder.py",".py","558","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\_typing.py",".py","1305","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\_util.py",".py","661","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\_version.py",".py","91","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\_webp.cp313-win_amd64.pyd",".pyd","409600","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\_webp.pyi",".pyi","66","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\__init__.py",".py","2118","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\__main__.py",".py","140","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\__pycache__\AvifImagePlugin.cpython-313.pyc",".pyc","12060","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\__pycache__\BdfFontFile.cpython-313.pyc",".pyc","4349","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\__pycache__\BlpImagePlugin.cpython-313.pyc",".pyc","24458","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\__pycache__\BmpImagePlugin.cpython-313.pyc",".pyc","18558","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\__pycache__\BufrStubImagePlugin.cpython-313.pyc",".pyc","2770","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\__pycache__\ContainerIO.cpython-313.pyc",".pyc","6933","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\__pycache__\CurImagePlugin.cpython-313.pyc",".pyc","2497","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\__pycache__\DcxImagePlugin.cpython-313.pyc",".pyc","3048","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\__pycache__\DdsImagePlugin.cpython-313.pyc",".pyc","24959","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\__pycache__\EpsImagePlugin.cpython-313.pyc",".pyc","16255","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\__pycache__\ExifTags.cpython-313.pyc",".pyc","11760","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\__pycache__\features.cpython-313.pyc",".pyc","14130","14/10/2025 20:52:02"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\__pycache__\FitsImagePlugin.cpython-313.pyc",".pyc","6272","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\__pycache__\FliImagePlugin.cpython-313.pyc",".pyc","7178","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\__pycache__\FontFile.cpython-313.pyc",".pyc","4608","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\__pycache__\FpxImagePlugin.cpython-313.pyc",".pyc","7927","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\__pycache__\FtexImagePlugin.cpython-313.pyc",".pyc","5450","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\__pycache__\GbrImagePlugin.cpython-313.pyc",".pyc","3823","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\__pycache__\GdImageFile.cpython-313.pyc",".pyc","3485","14/10/2025 20:52:00"
"C:\Users\Pichau\Desktop\v1.0.33\.venv\Lib\site-packages\PIL\__pycache__\GifImagePlugin.cpython-313.pyc",".pyc","46682","14/10/2025 20:52:00"
